"cod_unico","hda_nombre","NDVI","NBR","Alerta_Combustion"
"MN000002000508",NA,0.742119921854716,0.609245766697249,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000005",NA,0.406811071765335,0.104198892848904,"INTERMEDIA"
"MN000002000503",NA,NA,NA,NA
"MN000002000503",NA,NA,NA,NA
"MN000002000503",NA,NA,NA,NA
"MN000002000503",NA,NA,NA,NA
"MN000002000503",NA,NA,NA,NA
"MN000002000508",NA,0.716357307956818,0.546597873144609,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000505",NA,0.0967492828991297,0.233010260202532,NA
"MN000002000018",NA,0.202286110681443,0.114621242539277,NA
"MN000002000018",NA,0.15372789438689,0.0469337557780753,"ALTA (Extrema Resequedad)"
"MN000002000018",NA,0.16941482826549,-0.0732187903133625,"ALTA (Extrema Resequedad)"
"MN000002000018",NA,0.172240087294386,-0.0645996777868099,"ALTA (Extrema Resequedad)"
"MN000002000018",NA,0.153244428543342,0.049542525302267,"ALTA (Extrema Resequedad)"
"MN000002000018",NA,0.173592216034014,0.109419603813301,NA
"MN000002000018",NA,0.17316062963778,-0.104995885549053,"ALTA (Extrema Resequedad)"
"MN000002000018",NA,0.146356557995796,0.00964086506965472,"ALTA (Extrema Resequedad)"
"MN000002000503",NA,NA,NA,NA
"MN000002000503",NA,NA,NA,NA
"MN000002000504",NA,NA,NA,NA
"MN000002000003",NA,0.725140172638287,0.512010296947335,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000005",NA,0.428937276650839,0.0629016457691188,"INTERMEDIA"
"MN000002000012",NA,NA,NA,NA
"MN000002000012",NA,0.135763731944245,0.0733190032474647,"ALTA (Extrema Resequedad)"
"MN000002000012",NA,0.349088630739567,0.30410811389442,"INTERMEDIA"
"MN000002000012",NA,0.190582419287712,-0.0534944832393179,"ALTA (Extrema Resequedad)"
"MN000002000012",NA,0.167661069624494,-0.0608842036798255,"ALTA (Extrema Resequedad)"
"MN000002000012",NA,0.173430651727181,0.0695359869448495,"ALTA (Extrema Resequedad)"
"MN000002000012",NA,0.16321495690876,-0.0311623326371326,"ALTA (Extrema Resequedad)"
"MN000002000012",NA,0.229204348546922,0.124222469864261,NA
"MN000002000508",NA,0.73803876301472,0.526079087347152,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000504",NA,NA,NA,NA
"MN000002000504",NA,NA,NA,NA
"MN000002000504",NA,NA,NA,NA
"MN000002000504",NA,NA,NA,NA
"MN000002000504",NA,0.107378545682877,0.130811648691694,NA
"MN000002000011",NA,-0.0117892769529519,0.199612060854994,NA
"MN000002000011",NA,-0.0151524169328608,0.186915471281122,NA
"MN000002000011",NA,0.0628108569031923,0.139614073168431,NA
"MN000002000003",NA,0.404416452848387,0.0305773543178845,"INTERMEDIA"
"MN000002000003",NA,0.534115553046988,0.192591789794419,"INTERMEDIA"
"MN000002000507",NA,0.678010687976138,0.404058586016604,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000507",NA,0.62331248267507,0.306194850464344,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000504",NA,0.311758210723111,0.280457607611955,"INTERMEDIA"
"MN000002000504",NA,0.0780846668172252,0.140348636491712,NA
"MN000003000025",NA,0.455143098404148,0.0939309637856411,"INTERMEDIA"
"MN000003000025",NA,0.557304947560196,0.23373641358044,"INTERMEDIA"
"MN000003000025",NA,0.666552951801168,0.350471746659969,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000025",NA,0.583271271668614,0.227605336539088,"INTERMEDIA"
"MN000003000008",NA,0.782758916020701,0.631298133141194,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.739044264185852,0.538699835496842,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.708352335942789,0.544907175950679,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.807964726427236,0.665746863336742,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.782010883811211,0.606835559346064,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.825955047246149,0.686524883288961,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.779466961684185,0.60838666782728,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000015",NA,0.428047207198393,0.422757858534552,"INTERMEDIA"
"MN000003000026",NA,0.799816394220677,0.643957230112964,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000046",NA,0.680628585569628,0.506887136973816,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000003",NA,0.578808579424566,0.245357836060452,"INTERMEDIA"
"MN000003000003",NA,0.646154679506276,0.338253852316668,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000005",NA,0.557414206792437,0.431373369123115,"INTERMEDIA"
"MN000003000005",NA,0.740435638369583,0.490861051438785,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000005",NA,0.0202565851568388,0.125398642333704,NA
"MN000003000005",NA,0.269004577122656,0.237915837079723,"INTERMEDIA"
"MN000003000005",NA,0.659955370008574,0.501385306228588,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000005",NA,0.175230481544211,0.266169134300156,NA
"MN000003000005",NA,0.11904514128677,0.190474329828601,NA
"MN000003000024",NA,0.55164347666839,0.245539638217113,"INTERMEDIA"
"MN000003000026",NA,0.840008252812199,0.703967607904272,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000024",NA,0.774641255349166,0.63065049388245,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000024",NA,0.808226191090872,0.677908900139514,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000024",NA,0.711393620425885,0.534518878385155,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000024",NA,0.78860979584442,0.64666570414422,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000012",NA,0.466137477086117,0.324945295888953,"INTERMEDIA"
"MN000003000012",NA,0.550267076917864,0.339422243204823,"INTERMEDIA"
"MN000003000012",NA,0.538510521505629,0.205065301690948,"INTERMEDIA"
"MN000003000021",NA,0.672144691666483,0.525144747470973,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000016",NA,0.751630834648868,0.62534246980528,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000008",NA,0.773153048722835,0.620140491329857,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000008",NA,0.813864345007453,0.680568084813673,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000008",NA,0.820440876496145,0.688892489222347,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000008",NA,0.814628923330784,0.666066496829424,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000010",NA,0.77803883689994,0.623060935483566,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000010",NA,0.778382093219885,0.597433138838304,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000002",NA,0.718933941265287,0.533230949961794,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000006",NA,0.771757324152765,0.602193046649116,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000015",NA,0.269157320844933,0.270009709011293,"INTERMEDIA"
"MN000003000010",NA,0.779143470057637,0.594895706312126,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000046",NA,0.62088888791591,0.417162990301504,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000046",NA,0.729247021205515,0.531937106941682,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000026",NA,0.841982694172801,0.699083717214034,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000023",NA,0.800447461939415,0.665835971550259,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000023",NA,0.809195747148302,0.680883238315188,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000023",NA,0.779168810189547,0.639847331797775,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000026",NA,0.802461008396917,0.600886945196606,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000021",NA,0.510439416984183,0.454239415667349,"INTERMEDIA"
"MN000003000023",NA,0.818180393879436,0.689768379732161,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000002",NA,0.478369100678324,0.0960122693117238,"INTERMEDIA"
"MN000003000019",NA,0.48455413021394,0.148582400609153,"INTERMEDIA"
"MN000003000019",NA,0.512793070814582,0.182341720994256,"INTERMEDIA"
"MN000003000026",NA,0.720247629814166,0.471212539284448,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000091",NA,0.396629845070381,-0.0242180533636807,"INTERMEDIA"
"MN000005000091",NA,0.361170323406207,-0.0365718466160666,"INTERMEDIA"
"MN000005000101",NA,0.239084500079631,-0.0120834155783596,"ALTA (Extrema Resequedad)"
"MN000005000101",NA,0.217990050615009,-0.11019539581647,"ALTA (Extrema Resequedad)"
"MN000005000147",NA,0.564920396641691,0.312171795993877,"INTERMEDIA"
"MN000005000147",NA,0.402335164320706,0.220082126737399,"INTERMEDIA"
"MN000005000100",NA,0.780129427473022,0.578774017371135,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000100",NA,0.693063823033772,0.48278803464426,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000100",NA,0.462226748391481,0.0910054949574422,"INTERMEDIA"
"MN000005000100",NA,0.765343586334779,0.580268218007327,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000149",NA,0.740392074480578,0.577162484442201,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000149",NA,0.751399513216566,0.59916805413648,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000149",NA,0.72038267441389,0.540992613061148,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000149",NA,0.770578079101397,0.61872816720728,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000099",NA,0.50882800767085,0.165464074859866,"INTERMEDIA"
"MN000005000090",NA,0.302177857301706,-0.0551386375159886,"INTERMEDIA"
"MN000005000090",NA,0.189416970875371,-0.114807517681273,"ALTA (Extrema Resequedad)"
"MN000005000100",NA,0.539994028403981,0.289696901612827,"INTERMEDIA"
"MN000005000086",NA,0.407772545986386,0.218868003832176,"INTERMEDIA"
"MN000005000086",NA,0.454279174992341,0.211138050474985,"INTERMEDIA"
"MN000005000086",NA,0.344530216704615,0.277887051112038,"INTERMEDIA"
"MN000005000091",NA,0.394853224338533,0.219657627935171,"INTERMEDIA"
"MN000005000091",NA,0.429947258023935,0.191062643965324,"INTERMEDIA"
"MN000005000091",NA,0.436819826372929,0.0399169214293599,"INTERMEDIA"
"MN000005000147",NA,0.473528669802829,0.252232368374731,"INTERMEDIA"
"MN000005000093",NA,0.734455836652195,0.569327800702,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000093",NA,0.740747811677489,0.565886829012967,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000091",NA,0.400738657628659,0.213492480280532,"INTERMEDIA"
"MN000005000091",NA,0.44318055832192,0.0386551675859968,"INTERMEDIA"
"MN000005000088",NA,0.457296803795914,0.113093382912389,"INTERMEDIA"
"MN000005000088",NA,0.478167064828243,0.10753856759303,"INTERMEDIA"
"MN000005000088",NA,0.54434357898629,0.203673240970911,"INTERMEDIA"
"MN000005000088",NA,0.499955277561323,0.162263573966015,"INTERMEDIA"
"MN000005000088",NA,0.58297259864231,0.244656882283347,"INTERMEDIA"
"MN000005000088",NA,0.482095885790014,0.158826870305459,"INTERMEDIA"
"MN000005000088",NA,0.431212053086954,0.113901156144812,"INTERMEDIA"
"MN000005000088",NA,0.570521086004296,0.248297531387281,"INTERMEDIA"
"MN000005000088",NA,0.588844133636976,0.245779560307065,"INTERMEDIA"
"MN000005000095",NA,0.225805414663949,0.306038525421172,NA
"MN000005000095",NA,0.161443749261403,0.246055981978377,NA
"MN000005000095",NA,0.316480725111445,0.197861429110884,"INTERMEDIA"
"MN000005000087",NA,0.500830692613607,0.154207194036433,"INTERMEDIA"
"MN000005000146",NA,0.154018722675699,-0.0863709554146524,"ALTA (Extrema Resequedad)"
"MN000005000146",NA,0.146437346133258,0.0485996455230834,"ALTA (Extrema Resequedad)"
"MN000005000146",NA,0.128841399394138,-0.295609378777556,"ALTA (Extrema Resequedad)"
"MN000005000146",NA,0.0953879865361841,-0.0754034560431719,"ALTA (Extrema Resequedad)"
"MN000005000146",NA,0.253918997977806,-0.125925464904449,"INTERMEDIA"
"MN000005000146",NA,0.222097722611127,-0.130436085738627,"ALTA (Extrema Resequedad)"
"MN000005000082",NA,0.657517332622389,0.488095115518478,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.658797998427346,0.494197755611179,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.662192082005415,0.489506055666003,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.73787319330817,0.603769988216178,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.732986152834486,0.641569401381246,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.726269778251079,0.629777616129112,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000082",NA,0.73142497326325,0.610972589974119,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000149",NA,0.222759299037002,0.226328157113973,NA
"MN000005000094",NA,0.561181556655128,0.448557723945498,"INTERMEDIA"
"MN000005000094",NA,0.661377751550892,0.546992758810124,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000094",NA,0.634582683033048,0.510853348531863,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000094",NA,0.667391960945209,0.457856352700661,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000096",NA,0.715427510630542,0.552082103072406,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000096",NA,0.636637480751515,0.560362932095627,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000087",NA,0.441219300260857,0.0522075104379588,"INTERMEDIA"
"MN000005000080",NA,0.711136388679863,0.464485848554129,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000075",NA,0.578813851706697,0.44285190410588,"INTERMEDIA"
"MN000005000075",NA,0.40206563135492,0.0855778491530558,"INTERMEDIA"
"MN000005000150",NA,0.787499048803993,0.660786085800605,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000150",NA,0.784561623286137,0.658276944311135,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000150",NA,0.738837077867764,0.568783112529303,"BAJA (Cultivo Sano/Húmedo)"
"MN000011000042",NA,NA,NA,NA
"MN000006000025",NA,0.188985248747379,-0.0436544998402863,"ALTA (Extrema Resequedad)"
"MN000006000025",NA,0.455647488938934,0.196168748503746,"INTERMEDIA"
"MN000006000025",NA,0.203113379598416,-0.14137472439588,"ALTA (Extrema Resequedad)"
"MN000006000025",NA,0.226402987880721,-0.210441637663321,"ALTA (Extrema Resequedad)"
"MN000006000025",NA,0.222267945388711,-0.130313940880857,"ALTA (Extrema Resequedad)"
"MN000006000025",NA,0.194854048185232,0.0843854371049419,"ALTA (Extrema Resequedad)"
"MN000006000034",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000028",NA,NA,NA,NA
"MN000006000028",NA,NA,NA,NA
"MN000006000026",NA,0.807430915573057,0.67369052958265,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000026",NA,0.149207149217131,0.283882475693167,NA
"MN000006000026",NA,0.448698832896956,0.457693909800829,"INTERMEDIA"
"MN000006000026",NA,0.42361187001228,0.439238255477009,"INTERMEDIA"
"MN000006000026",NA,0.744188169793588,0.622799402149286,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000026",NA,0.49213727535542,0.481897624659934,"INTERMEDIA"
"MN000006000026",NA,0.673141147225604,0.592325552073265,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000023",NA,0.755397273332606,0.614097022501729,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000023",NA,0.638156532145551,0.50583013735545,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000023",NA,0.656149236614684,0.504347349228273,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000036",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000038",NA,NA,NA,NA
"MN000006000038",NA,NA,NA,NA
"MN000006000025",NA,NA,NA,NA
"MN000006000025",NA,NA,NA,NA
"MN000006000038",NA,NA,NA,NA
"MN000006000038",NA,NA,NA,NA
"MN000006000036",NA,NA,NA,NA
"MN000006000036",NA,NA,NA,NA
"MN000006000021",NA,0.312589154566735,0.160292062441112,"INTERMEDIA"
"MN000006000021",NA,0.415483301905523,0.282121430654772,"INTERMEDIA"
"MN000006000021",NA,0.729947722660125,0.581425716359129,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000028",NA,NA,NA,NA
"MN000006000028",NA,NA,NA,NA
"MN000006000028",NA,NA,NA,NA
"MN000006000028",NA,0.298164170304255,-0.00329726783803177,"INTERMEDIA"
"MN000006000028",NA,NA,NA,NA
"MN000006000021",NA,0.548988920302993,0.532471580817677,"INTERMEDIA"
"MN000006000030",NA,NA,NA,NA
"MN000006000030",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000034",NA,NA,NA,NA
"MN000006000023",NA,0.472661299174549,0.313602254790878,"INTERMEDIA"
"MN000006000023",NA,0.514547109432142,0.317279863305441,"INTERMEDIA"
"MN000006000026",NA,0.17925593972259,0.265316585847363,NA
"MN000006000026",NA,0.440833450297827,0.39232093174719,"INTERMEDIA"
"MN000006000026",NA,0.698872341594158,0.561869686722356,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000023",NA,0.746094330755739,0.544549553162006,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000023",NA,0.749387959779678,0.561061033826228,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000030",NA,NA,NA,NA
"MN000006000030",NA,NA,NA,NA
"MN000006000030",NA,NA,NA,NA
"MN000005000101",NA,0.0932795356930104,0.182766086739818,NA
"MN000005000101",NA,0.0833998834683957,0.151372039757353,NA
"MN000005000101",NA,0.129764525950843,0.097158191486006,"ALTA (Extrema Resequedad)"
"MN000005000101",NA,0.173155431679929,0.0390553277448972,"ALTA (Extrema Resequedad)"
"MN000005000072",NA,0.177666408012912,0.267561315144495,NA
"MN000005000072",NA,0.412931431033331,0.376565847502035,"INTERMEDIA"
"MN000005000072",NA,0.690678665117207,0.540515000620659,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000117",NA,0.56163243905797,0.427981364578594,"INTERMEDIA"
"MN000004000117",NA,0.535556561180524,0.470084260901136,"INTERMEDIA"
"MN000076000003",NA,NA,NA,NA
"MN000076000003",NA,NA,NA,NA
"MN000008000056",NA,0.794052722773979,0.602587279895094,"BAJA (Cultivo Sano/Húmedo)"
"MN000007000226",NA,NA,NA,NA
"MN000007000226",NA,NA,NA,NA
"MN000007000226",NA,NA,NA,NA
"MN000007000226",NA,NA,NA,NA
"MN000072000002",NA,NA,NA,NA
"MN000072000002",NA,NA,NA,NA
"MN000072000002",NA,NA,NA,NA
"MN000072000002",NA,NA,NA,NA
"MN000072000002",NA,NA,NA,NA
"MN000004000120",NA,0.678059031494971,0.476661305058257,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.49714157857415,0.439601803065941,"INTERMEDIA"
"MN000004000112",NA,0.58939703870049,0.441637351058748,"INTERMEDIA"
"MN000004000112",NA,0.431957003673034,0.183703371447894,"INTERMEDIA"
"MN000004000112",NA,0.748543340615765,0.547700411609436,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.788145896484046,0.627249976246238,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.63676868438912,0.402583013509424,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.789894558706547,0.645832860833949,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.773286318102913,0.613840049494746,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.818270030492161,0.692733077212607,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.745161364465005,0.593794491411916,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.733043903111127,0.562737152748104,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.750694399251362,0.583441132433231,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.818178644813177,0.683033646594319,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000112",NA,0.798765437434488,0.636107406650114,"BAJA (Cultivo Sano/Húmedo)"
"MN000078000004",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000010000146",NA,NA,NA,NA
"MN000005000092",NA,0.619073452000292,0.296922917984572,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000092",NA,0.77802318328006,0.61744613396294,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000092",NA,0.774697551997805,0.633055566654818,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000092",NA,0.735177976801791,0.590425259462921,"BAJA (Cultivo Sano/Húmedo)"
"MN000005000092",NA,0.760349012639691,0.604870866802917,"BAJA (Cultivo Sano/Húmedo)"
"MN000008000053",NA,0.608046157978898,0.314621162819425,"BAJA (Cultivo Sano/Húmedo)"
"MN000008000053",NA,0.650979146899328,0.299495409684772,"BAJA (Cultivo Sano/Húmedo)"
"MN000008000053",NA,0.686851889254335,0.360332822581157,"BAJA (Cultivo Sano/Húmedo)"
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000085000001",NA,NA,NA,NA
"MN000004000120",NA,0.586371695639658,0.427225438528167,"INTERMEDIA"
"MN000004000116",NA,0.295387229717218,0.221934233338805,"INTERMEDIA"
"MN000004000116",NA,0.342711571679381,0.279650889898952,"INTERMEDIA"
"MN000004000116",NA,0.42552593202777,0.113204778563637,"INTERMEDIA"
"MN000004000116",NA,0.398917506760451,0.0546251975810391,"INTERMEDIA"
"MN000004000116",NA,0.406186013048665,0.0917811720200521,"INTERMEDIA"
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000111000006",NA,NA,NA,NA
"MN000052000003",NA,NA,NA,NA
"MN000052000003",NA,NA,NA,NA
"MN000007000205",NA,NA,NA,NA
"MN000007000205",NA,NA,NA,NA
"MN000007000205",NA,NA,NA,NA
"MN000007000205",NA,NA,NA,NA
"MN000007000205",NA,NA,NA,NA
"MN000008000409",NA,0.732919718999601,0.549090444439796,"BAJA (Cultivo Sano/Húmedo)"
"MN000008000409",NA,0.714744601196017,0.520972365565864,"BAJA (Cultivo Sano/Húmedo)"
"MN000008000409",NA,NA,NA,NA
"MN000009000142",NA,NA,NA,NA
"MN000009000142",NA,NA,NA,NA
"MN000009000142",NA,NA,NA,NA
"MN000009000142",NA,NA,NA,NA
"MN000009000142",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000100000001",NA,NA,NA,NA
"MN000014000008",NA,NA,NA,NA
"MN000014000008",NA,NA,NA,NA
"MN000003000004",NA,0.812020786403232,0.632899075983852,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.809591733553247,0.635319050202059,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.779727896464791,0.570411539270377,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.842178877698251,0.684699340208444,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.805442856531811,0.623853515122773,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.823290479104936,0.633363807663468,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.778839866244227,0.569015273629798,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.752882373357639,0.541424331621572,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000004",NA,0.722167522807373,0.493229268875964,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000120",NA,0.676513697914992,0.525056160000944,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000120",NA,0.607200757282136,0.456435213579114,"BAJA (Cultivo Sano/Húmedo)"
"MN000001000020",NA,0.512729745263925,0.291047324363085,"INTERMEDIA"
"MN000001000020",NA,0.654117858609787,0.423161831561382,"BAJA (Cultivo Sano/Húmedo)"
"MN000001000020",NA,0.666245487417869,0.453433203184052,"BAJA (Cultivo Sano/Húmedo)"
"MN000001000020",NA,0.542901484603387,0.341620909480833,"INTERMEDIA"
"MN000005000075",NA,0.413001841708949,0.0780483175312959,"INTERMEDIA"
"MN000058000021",NA,NA,NA,NA
"MN000058000021",NA,NA,NA,NA
"MN000058000021",NA,NA,NA,NA
"MN000063000013",NA,NA,NA,NA
"MN000001000008",NA,0.783717691338257,0.635855303987303,"BAJA (Cultivo Sano/Húmedo)"
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000007",NA,NA,NA,NA
"MN000085000008",NA,NA,NA,NA
"MN000085000008",NA,NA,NA,NA
"MN000085000008",NA,NA,NA,NA
"MN000085000008",NA,NA,NA,NA
"MN000051000005",NA,NA,NA,NA
"MN000051000005",NA,NA,NA,NA
"MN000051000005",NA,NA,NA,NA
"MN000051000005",NA,NA,NA,NA
"MN000002000510",NA,NA,NA,NA
"MN000002000510",NA,NA,NA,NA
"MN000002000510",NA,0.710007913410664,0.540115028619766,"BAJA (Cultivo Sano/Húmedo)"
"MN000002000510",NA,NA,NA,NA
"MN000002000510",NA,NA,NA,NA
"MN000002000001",NA,0.14909074339524,0.0327260971360661,"ALTA (Extrema Resequedad)"
"MN000002000502",NA,NA,NA,NA
"MN000002000502",NA,NA,NA,NA
"MN000002000502",NA,NA,NA,NA
"MN000002000502",NA,NA,NA,NA
"MN000002000502",NA,NA,NA,NA
"MN000003000027",NA,0.704377121741887,0.50378593088844,"BAJA (Cultivo Sano/Húmedo)"
"MN000003000027",NA,0.746016384516053,0.541838537160505,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000021",NA,0.697717215188355,0.545460339362457,"BAJA (Cultivo Sano/Húmedo)"
"MN000006000021",NA,0.526187292607906,0.314548046780446,"INTERMEDIA"
"MN000006000021",NA,0.682166115823823,0.433359975530364,"BAJA (Cultivo Sano/Húmedo)"
"MN000004000116",NA,0.796347824761895,0.651590230170842,"BAJA (Cultivo Sano/Húmedo)"
